id,merge_commitid,file,Loc_details,block_text_1,block_text_2,recur_segment,proportion
53,"['24818fca475a6726f5ef0cae42149615079af6e9', '3933f277a025be704e68ea593536e492831a7e05']",core/java/android/app/ActivityManagerInternal.java,"[(542, 543, 2), (479, 480, 2)]","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","[1.0, 1.0]"
54,"['24818fca475a6726f5ef0cae42149615079af6e9', '449f659b21d039b8692602294b040038ac1e6ccb']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4794, 4802, 9), (3977, 3993, 17)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";
","[1.0, 0.713]"
55,"['24818fca475a6726f5ef0cae42149615079af6e9', '449f659b21d039b8692602294b040038ac1e6ccb']",telephony/java/android/telephony/CarrierConfigManager.java,"[(5365, 5365, 1), (4541, 4542, 2)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","[1.0, 0.599]"
56,"['24818fca475a6726f5ef0cae42149615079af6e9', '7fd6edc3a3ff37a750641d5e192835fe217f6050']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4794, 4802, 9), (4077, 4093, 17)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";
","[1.0, 0.713]"
57,"['24818fca475a6726f5ef0cae42149615079af6e9', '7fd6edc3a3ff37a750641d5e192835fe217f6050']",telephony/java/android/telephony/CarrierConfigManager.java,"[(5365, 5365, 1), (4645, 4646, 2)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","[1.0, 0.599]"
58,"['24818fca475a6726f5ef0cae42149615079af6e9', '8abdf0e95a5d15a310b6df69d33a4510a0b44b4a']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4794, 4802, 9), (3853, 3869, 17)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";
","[1.0, 0.713]"
59,"['24818fca475a6726f5ef0cae42149615079af6e9', '8abdf0e95a5d15a310b6df69d33a4510a0b44b4a']",telephony/java/android/telephony/CarrierConfigManager.java,"[(5365, 5365, 1), (4406, 4407, 2)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","[1.0, 0.599]"
60,"['24818fca475a6726f5ef0cae42149615079af6e9', '9272406e82304c5a2a8124c75eedb4b5fdf7273a']",core/java/android/app/ActivityManagerInternal.java,"[(542, 543, 2), (444, 445, 2)]","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","[1.0, 1.0]"
61,"['24818fca475a6726f5ef0cae42149615079af6e9', 'b03d6d43646266d456c22154a1f6fd945bf79f83']",services/core/java/com/android/server/wm/ActivityRecord.java,"[(1742, 1744, 3), (1668, 1669, 2)]","
        if (mPerf == null)
            mPerf = new BoostFramework();
","        if (mPerf == null)
            mPerf = new BoostFramework();
","        if (mPerf == null)
            mPerf = new BoostFramework();
","[0.986, 1.0]"
62,"['24818fca475a6726f5ef0cae42149615079af6e9', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",core/java/android/app/ActivityManagerInternal.java,"[(542, 543, 2), (490, 491, 2)]","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","[1.0, 1.0]"
63,"['24818fca475a6726f5ef0cae42149615079af6e9', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4794, 4802, 9), (4632, 4648, 17)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";
","[1.0, 0.713]"
64,"['24818fca475a6726f5ef0cae42149615079af6e9', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",telephony/java/android/telephony/CarrierConfigManager.java,"[(5365, 5365, 1), (5202, 5202, 1)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","[1.0, 1.0]"
65,"['26017c68ee11d3f2d54ca731119c8dc4ddb842cf', '337095f9d277c566cb888bc3adbac16576f1ae70']",services/core/java/com/android/server/display/LocalDisplayAdapter.java,"[(606, 625, 20), (609, 628, 20)]","                } else if (isBuiltIn) {
                    mInfo.type = Display.TYPE_INTERNAL;
                    mInfo.touch = DisplayDeviceInfo.TOUCH_INTERNAL;
                    mInfo.name = getContext().getResources().getString(
                            com.android.internal.R.string.display_manager_built_in_display_name);
                    mInfo.flags |= DisplayDeviceInfo.FLAG_ROTATES_WITH_CONTENT;

                    if (SystemProperties.getBoolean(
                                    ""vendor.display.builtin_presentation"", false)) {
                        mInfo.flags |= DisplayDeviceInfo.FLAG_PRESENTATION;
                    } else {
                        mInfo.flags |= DisplayDeviceInfo.FLAG_PRIVATE;
                    }

                    if (!SystemProperties.getBoolean(
                                    ""vendor.display.builtin_mirroring"", false)) {
                        mInfo.flags |= DisplayDeviceInfo.FLAG_OWN_CONTENT_ONLY;
                    }

                    mInfo.setAssumedDensityForExternalDisplay(mActiveSfDisplayMode.width, mActiveSfDisplayMode.height);
","                } else if (isBuiltIn) {
                    mInfo.type = Display.TYPE_INTERNAL;
                    mInfo.touch = DisplayDeviceInfo.TOUCH_INTERNAL;
                    mInfo.name = getContext().getResources().getString(
                            com.android.internal.R.string.display_manager_built_in_display_name);
                    mInfo.flags |= DisplayDeviceInfo.FLAG_ROTATES_WITH_CONTENT;

                    if (SystemProperties.getBoolean(
                                    ""vendor.display.builtin_presentation"", false)) {
                        mInfo.flags |= DisplayDeviceInfo.FLAG_PRESENTATION;
                    } else {
                        mInfo.flags |= DisplayDeviceInfo.FLAG_PRIVATE;
                    }

                    if (!SystemProperties.getBoolean(
                                    ""vendor.display.builtin_mirroring"", false)) {
                        mInfo.flags |= DisplayDeviceInfo.FLAG_OWN_CONTENT_ONLY;
                    }

                    mInfo.setAssumedDensityForExternalDisplay(config.width, config.height);
","                } else if (isBuiltIn) {
                    mInfo.type = Display.TYPE_INTERNAL;
                    mInfo.touch = DisplayDeviceInfo.TOUCH_INTERNAL;
                    mInfo.name = getContext().getResources().getString(
                            com.android.internal.R.string.display_manager_built_in_display_name);
                    mInfo.flags |= DisplayDeviceInfo.FLAG_ROTATES_WITH_CONTENT;

                    if (SystemProperties.getBoolean(
                                    ""vendor.display.builtin_presentation"", false)) {
                        mInfo.flags |= DisplayDeviceInfo.FLAG_PRESENTATION;
                    } else {
                        mInfo.flags |= DisplayDeviceInfo.FLAG_PRIVATE;
                    }

                    if (!SystemProperties.getBoolean(
                                    ""vendor.display.builtin_mirroring"", false)) {
                        mInfo.flags |= DisplayDeviceInfo.FLAG_OWN_CONTENT_ONLY;
                    }

                    mInfo.setAssumedDensityForExternalDisplay(","[0.948, 0.972]"
66,"['26017c68ee11d3f2d54ca731119c8dc4ddb842cf', '337095f9d277c566cb888bc3adbac16576f1ae70']",packages/SystemUI/tests/src/com/android/systemui/qs/carrier/QSCarrierGroupControllerTest.java,"[(237, 237, 1), (221, 221, 1)]","                0, 0, true, true, 0, """", """", """", 0, true, true);
","                0, 0, true, true, 0, """", """", """", true, 0, true);
","                0, 0, true, true, 0, """", """", """", ","[0.754, 0.754]"
67,"['26017c68ee11d3f2d54ca731119c8dc4ddb842cf', '337095f9d277c566cb888bc3adbac16576f1ae70']",services/core/java/com/android/server/wm/DisplayPolicy.java,"[(140, 140, 1), (132, 133, 2)]","import android.util.BoostFramework;
","import android.util.BoostFramework;
import android.util.ArraySet;
","import android.util.BoostFramework;
","[1.0, 0.545]"
68,"['26017c68ee11d3f2d54ca731119c8dc4ddb842cf', '3e8cb98421761bb7dfafe59a22a15fe2e176f272']",telephony/java/android/telephony/CarrierConfigManager.java,"[(5979, 5998, 20), (5765, 5785, 21)]","        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","[1.0, 0.943]"
69,"['26017c68ee11d3f2d54ca731119c8dc4ddb842cf', '71c831703ae59baf47e0afe611fecd714c481cdf']",packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java,"[(718, 719, 2), (613, 614, 2)]","            FeatureFlags featureFlags,
            EmergencyButtonController.Factory emergencyButtonControllerFactory) {
","            @Main Executor uiExecutor,
            EmergencyButtonController.Factory emergencyButtonControllerFactory) {
",",
            EmergencyButtonController.Factory emergencyButtonControllerFactory) {
","[0.694, 0.694]"
70,"['26017c68ee11d3f2d54ca731119c8dc4ddb842cf', '757dbb836469bbdd7eb8312deaf584fe0c99c17d']",packages/SystemUI/tests/src/com/android/systemui/qs/carrier/QSCarrierGroupControllerTest.java,"[(237, 237, 1), (221, 221, 1)]","                0, 0, true, true, 0, """", """", """", 0, true, true);
","                0, 0, true, true, 0, """", """", """", true, 0, true, true);
","                0, 0, true, true, 0, """", """", """", ","[0.754, 0.69]"
71,"['26017c68ee11d3f2d54ca731119c8dc4ddb842cf', '9272406e82304c5a2a8124c75eedb4b5fdf7273a']",telephony/java/android/telephony/CarrierConfigManager.java,"[(5979, 5998, 20), (4552, 4572, 21)]","        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
","        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
","[0.949, 0.903]"
72,"['26017c68ee11d3f2d54ca731119c8dc4ddb842cf', '9d10272031d3f400d399db45927abf3be739b074']",packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java,"[(718, 719, 2), (725, 726, 2)]","            FeatureFlags featureFlags,
            EmergencyButtonController.Factory emergencyButtonControllerFactory) {
","            EmergencyButtonController.Factory emergencyButtonControllerFactory,
            NotificationRemoteInputManager remoteInputManager) {
",            EmergencyButtonController.Factory emergencyButtonControllerFactory,"[0.645, 0.538]"
73,"['27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca', '3933f277a025be704e68ea593536e492831a7e05']",services/java/com/android/server/SystemServer.java,"[(1239, 1239, 1), (1253, 1255, 3)]","            mSystemServiceManager.startService(ActivityTriggerService.class);
","            mSystemServiceManager.startService(ActivityTriggerService.class);

            if (Build.IS_DEBUGGABLE) {
","            mSystemServiceManager.startService(ActivityTriggerService.class);
","[1.0, 0.661]"
74,"['27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca', '449f659b21d039b8692602294b040038ac1e6ccb']",services/core/java/com/android/server/wm/TaskDisplayArea.java,"[(158, 162, 5), (159, 164, 6)]","    public static boolean mPerfSendTapHint = false;
    public static boolean mIsPerfBoostAcquired = false;
    public static int mPerfHandle = -1;
    public BoostFramework mPerfBoost = null;
    public BoostFramework mUxPerf = null;
","    public static boolean mPerfSendTapHint = false;
    public static boolean mIsPerfBoostAcquired = false;
    public static int mPerfHandle = -1;
    public BoostFramework mPerfBoost = null;
    public BoostFramework mUxPerf = null;

","    public static boolean mPerfSendTapHint = false;
    public static boolean mIsPerfBoostAcquired = false;
    public static int mPerfHandle = -1;
    public BoostFramework mPerfBoost = null;
    public BoostFramework mUxPerf = null;
","[1.0, 0.996]"
75,"['27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca', '449f659b21d039b8692602294b040038ac1e6ccb']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4496, 4498, 3), (4541, 4542, 2)]","        sDefaults.putBoolean(KEY_DISABLE_DUN_APN_WHILE_ROAMING, false);
        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","[0.656, 1.0]"
76,"['27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca', '449f659b21d039b8692602294b040038ac1e6ccb']",services/core/java/com/android/server/location/LocationManagerService.java,"[(286, 293, 8), (219, 224, 6)]","
    private final PassiveLocationProviderManager mPassiveManager;

    private String mComboNlpPackageName;
    private String mComboNlpReadyMarker;
    private String mComboNlpScreenMarker;
    private PowerManager mPowerManager;

","    @Nullable private volatile GnssManagerService mGnssManagerService = null;

    private String mComboNlpPackageName;
    private String mComboNlpReadyMarker;
    private String mComboNlpScreenMarker;

",";

    private String mComboNlpPackageName;
    private String mComboNlpReadyMarker;
    private String mComboNlpScreenMarker;
","[0.545, 0.623]"
77,"['27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca', '449f659b21d039b8692602294b040038ac1e6ccb']",core/java/android/view/Choreographer.java,"[(1032, 1032, 1), (1033, 1034, 2)]","            ScrollOptimizer.setVsyncTime(mTimestampNanos);
","            ScrollOptimizer.setVsyncTime(mTimestampNanos);
            mFrameTimelineVsyncId = frameTimelineVsyncId;
","            ScrollOptimizer.setVsyncTime(mTimestampNanos);
","[1.0, 0.504]"
